price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,,year_built,year_renovated,city,country
,,,,,,,,,,,,,,1959,1989,Bellevue,USA
,,,,,,,,,,,,,,1932,0,Seattle,USA
,,,,,,,,,,,,,,1986,0,Sammamish,USA
,,,,,,,,,,,,,,1990,0,Kent,USA
,,,,,,,,,,,,,,1963,0,Renton,USA
,,,,,,,,,,,,,,1912,1971,Seattle,USA
,,,,,,,,,,,,,,1957,2001,Renton,USA
,,,,,,,,,,,,,,1989,0,Federal Way,USA
,,,,,,,,,,,,,,1947,2012,Seattle,USA
,,,,,,,,,,,,,,1967,2011,Federal Way,USA
,,,,,,,,,,,,,,1957,2000,Seattle,USA
,,,,,,,,,,,,,,1909,2004,Seattle,USA
,,,,,,,,,,,,,,1955,2009,Shoreline,USA
,,,,,,,,,,,,,,1980,0,Kirkland,USA
,,,,,,,,,,,,,,1991,0,Tukwila,USA
,,,,,,,,,,,,,,1903,2005,Seattle,USA
,,,,,,,,,,,,,,1963,0,Redmond,USA
,,,,,,,,,,,,,,1955,2005,Bellevue,USA
,,,,,,,,,,,,,,1986,0,Kenmore,USA
,,,,,,,,,,,,,,1985,0,Redmond,USA
,,,,,,,,,,,,,,1991,0,Kent,USA
,,,,,,,,,,,,,,1996,0,Kenmore,USA
,,,,,,,,,,,,,,1979,2014,Renton,USA
,,,,,,,,,,,,,,1980,0,Redmond,USA
,,,,,,,,,,,,,,1959,1989,North Bend,USA
,,,,,,,,,,,,,,2006,0,Seattle,USA
,,,,,,,,,,,,,,1946,0,Seattle,USA
,,,,,,,,,,,,,,1990,2009,Bellevue,USA
,,,,,,,,,,,,,,1921,0,Seattle,USA
,,,,,,,,,,,,,,1989,0,Issaquah,USA
,,,,,,,,,,,,,,1967,2011,Auburn,USA
,,,,,,,,,,,,,,2001,0,Sammamish,USA
,,,,,,,,,,,,,,2003,0,Issaquah,USA
,,,,,,,,,,,,,,1960,2001,Shoreline,USA
,,,,,,,,,,,,,,1961,2004,Seattle,USA
,,,,,,,,,,,,,,1969,0,Maple Valley,USA
,,,,,,,,,,,,,,1962,2002,Medina,USA
,,,,,,,,,,,,,,1940,1996,Seattle,USA
,,,,,,,,,,,,,,1940,2001,Duvall,USA
,,,,,,,,,,,,,,1986,0,Sammamish,USA
,,,,,,,,,,,,,,1991,0,Federal Way,USA
,,,,,,,,,,,,,,1953,0,Shoreline,USA
,,,,,,,,,,,,,,1991,0,Woodinville,USA
,,,,,,,,,,,,,,1994,0,Renton,USA
,,,,,,,,,,,,,,1988,2000,Woodinville,USA
,,,,,,,,,,,,,,1941,2005,Seattle,USA
,,,,,,,,,,,,,,1919,2001,Seattle,USA
,,,,,,,,,,,,,,1948,1994,Shoreline,USA
,,,,,,,,,,,,,,1941,0,Seattle,USA
,,,,,,,,,,,,,,1996,0,Seattle,USA
,,,,,,,,,,,,,,1947,1988,Seattle,USA
,,,,,,,,,,,,,,1956,0,Bellevue,USA
,,,,,,,,,,,,,,1970,0,Covington,USA
,,,,,,,,,,,,,,1986,0,Seattle,USA
,,,,,,,,,,,,,,1976,0,Kirkland,USA
,,,,,,,,,,,,,,1955,1990,Bellevue,USA
,,,,,,,,,,,,,,1960,2012,Seattle,USA
,,,,,,,,,,,,,,1946,0,Seattle,USA
,,,,,,,,,,,,,,1997,0,Seattle,USA
,,,,,,,,,,,,,,1979,2014,Lake Forest Park,USA
,,,,,,,,,,,,,,1924,2013,Seattle,USA
,,,,,,,,,,,,,,1969,2010,Renton,USA
,,,,,,,,,,,,,,1948,1994,Seattle,USA
,,,,,,,,,,,,,,1999,0,Issaquah,USA
,,,,,,,,,,,,,,1995,0,Seattle,USA
,,,,,,,,,,,,,,2004,2003,Redmond,USA
,,,,,,,,,,,,,,2007,0,Seattle,USA
,,,,,,,,,,,,,,2013,1923,Issaquah,USA
,,,,,,,,,,,,,,2010,0,Redmond,USA
,,,,,,,,,,,,,,2009,0,Seattle,USA
,,,,,,,,,,,,,,2007,0,Fall City,USA
,,,,,,,,,,,,,,2013,1923,Sammamish,USA
,,,,,,,,,,,,,,2013,1923,Newcastle,USA
,,,,,,,,,,,,,,1985,0,Kent,USA
,,,,,,,,,,,,,,1992,0,North Bend,USA
,,,,,,,,,,,,,,1942,1999,Seattle,USA
,,,,,,,,,,,,,,2005,0,Snoqualmie,USA
,,,,,,,,,,,,,,1990,0,Seattle,USA
,,,,,,,,,,,,,,1926,2003,Seattle,USA
,,,,,,,,,,,,,,1977,0,Renton,USA
,,,,,,,,,,,,,,2005,0,Seattle,USA
,,,,,,,,,,,,,,1947,1988,Seattle,USA
,,,,,,,,,,,,,,1900,2003,Seattle,USA
,,,,,,,,,,,,,,1979,2014,Federal Way,USA
,,,,,,,,,,,,,,1977,2004,Kirkland,USA
,,,,,,,,,,,,,,1987,2000,North Bend,USA
,,,,,,,,,,,,,,1941,1998,Tukwila,USA
,,,,,,,,,,,,,,1986,0,Federal Way,USA
,,,,,,,,,,,,,,2003,0,Issaquah,USA
,,,,,,,,,,,,,,1982,2011,Vashon,USA
,,,,,,,,,,,,,,1981,0,Sammamish,USA
,,,,,,,,,,,,,,1972,2002,Kirkland,USA
,,,,,,,,,,,,,,1988,0,Kent,USA
,,,,,,,,,,,,,,1944,0,Seattle,USA
,,,,,,,,,,,,,,1962,2003,Renton,USA
,,,,,,,,,,,,,,1926,2001,Seattle,USA
,,,,,,,,,,,,,,2006,0,Redmond,USA
,,,,,,,,,,,,,,1909,1989,Seattle,USA
,,,,,,,,,,,,,,2009,0,Maple Valley,USA
,,,,,,,,,,,,,,1904,0,Seattle,USA
,,,,,,,,,,,,,,1966,0,Maple Valley,USA
,,,,,,,,,,,,,,2013,1923,Seattle,USA
,,,,,,,,,,,,,,1947,1988,Seattle,USA
,,,,,,,,,,,,,,1996,0,Woodinville,USA
,,,,,,,,,,,,,,1973,2013,Kent,USA
,,,,,,,,,,,,,,1954,1979,Shoreline,USA
,,,,,,,,,,,,,,1955,2005,Des Moines,USA
,,,,,,,,,,,,,,1978,2000,Federal Way,USA
,,,,,,,,,,,,,,1984,0,Woodinville,USA
,,,,,,,,,,,,,,2001,0,Renton,USA
,,,,,,,,,,,,,,2005,0,Kent,USA
,,,,,,,,,,,,,,1921,0,Seattle,USA
,,,,,,,,,,,,,,1941,1994,Seattle,USA
,,,,,,,,,,,,,,2004,2003,Seattle,USA
,,,,,,,,,,,,,,1931,0,Seattle,USA
,,,,,,,,,,,,,,2003,0,Snoqualmie,USA
,,,,,,,,,,,,,,1940,1996,Seattle,USA
,,,,,,,,,,,,,,2007,0,Seattle,USA
,,,,,,,,,,,,,,1982,0,Kent,USA
,,,,,,,,,,,,,,2003,0,Issaquah,USA
,,,,,,,,,,,,,,1990,2009,Bothell,USA
,,,,,,,,,,,,,,2005,0,Des Moines,USA
,,,,,,,,,,,,,,1920,1979,Seattle,USA
,,,,,,,,,,,,,,1987,0,Seattle,USA
,,,,,,,,,,,,,,1978,2000,Covington,USA
,,,,,,,,,,,,,,1983,2009,Sammamish,USA
,,,,,,,,,,,,,,2003,0,Maple Valley,USA
,,,,,,,,,,,,,,1960,2001,Bellevue,USA
,,,,,,,,,,,,,,1937,0,Seattle,USA
,,,,,,,,,,,,,,2010,0,Kenmore,USA
,,,,,,,,,,,,,,1991,0,Mercer Island,USA
,,,,,,,,,,,,,,2005,0,Issaquah,USA
,,,,,,,,,,,,,,2009,0,Snoqualmie,USA
,,,,,,,,,,,,,,2014,0,Sammamish,USA
,,,,,,,,,,,,,,2012,1912,Seattle,USA
,,,,,,,,,,,,,,2009,0,Snoqualmie,USA
,,,,,,,,,,,,,,2008,0,Issaquah,USA
,,,,,,,,,,,,,,2007,0,Shoreline,USA
,,,,,,,,,,,,,,2008,0,Bellevue,USA
,,,,,,,,,,,,,,2006,0,Seattle,USA
,,,,,,,,,,,,,,1944,0,Seattle,USA
,,,,,,,,,,,,,,1986,0,Renton,USA
,,,,,,,,,,,,,,1994,0,Enumclaw,USA
,,,,,,,,,,,,,,1985,0,Redmond,USA
,,,,,,,,,,,,,,1994,0,Woodinville,USA
,,,,,,,,,,,,,,1987,2000,Snoqualmie,USA
,,,,,,,,,,,,,,1944,0,Seattle,USA
,,,,,,,,,,,,,,1954,0,Bellevue,USA
,,,,,,,,,,,,,,1979,0,Renton,USA
,,,,,,,,,,,,,,1928,1970,Seattle,USA
,,,,,,,,,,,,,,1988,0,Kent,USA
,,,,,,,,,,,,,,1929,0,Seattle,USA
,,,,,,,,,,,,,,1990,2009,Federal Way,USA
,,,,,,,,,,,,,,1967,0,Bellevue,USA
,,,,,,,,,,,,,,1962,0,Renton,USA
,,,,,,,,,,,,,,1901,0,Seattle,USA
,,,,,,,,,,,,,,2003,0,Maple Valley,USA
,,,,,,,,,,,,,,1906,0,Seattle,USA
,,,,,,,,,,,,,,1945,0,Shoreline,USA
,,,,,,,,,,,,,,1928,1954,Seattle,USA
,,,,,,,,,,,,,,1945,2010,Seattle,USA
,,,,,,,,,,,,,,1955,2009,Seattle,USA
,,,,,,,,,,,,,,1993,0,North Bend,USA
,,,,,,,,,,,,,,1942,1999,Seattle,USA
,,,,,,,,,,,,,,1940,0,Seattle,USA
,,,,,,,,,,,,,,1980,0,Vashon,USA
,,,,,,,,,,,,,,1966,1963,Seattle,USA
,,,,,,,,,,,,,,1970,0,Kent,USA
,,,,,,,,,,,,,,1907,0,Seattle,USA
,,,,,,,,,,,,,,1960,2001,Auburn,USA
,,,,,,,,,,,,,,2005,0,North Bend,USA
,,,,,,,,,,,,,,2008,0,Bellevue,USA
,,,,,,,,,,,,,,1999,0,Auburn,USA
,,,,,,,,,,,,,,1924,1956,Seattle,USA
,,,,,,,,,,,,,,1982,2011,Kirkland,USA
,,,,,,,,,,,,,,1968,0,Shoreline,USA
,,,,,,,,,,,,,,2014,0,Issaquah,USA
,,,,,,,,,,,,,,1974,0,Seattle,USA
,,,,,,,,,,,,,,2005,0,Maple Valley,USA
,,,,,,,,,,,,,,1926,2003,Seattle,USA
,,,,,,,,,,,,,,1988,2000,Woodinville,USA
,,,,,,,,,,,,,,1921,2007,Seattle,USA
,,,,,,,,,,,,,,1986,0,Federal Way,USA
,,,,,,,,,,,,,,1978,2000,Kent,USA
,,,,,,,,,,,,,,1942,1982,Renton,USA
,,,,,,,,,,,,,,1906,0,Seattle,USA
,,,,,,,,,,,,,,1973,2013,Redmond,USA
,,,,,,,,,,,,,,1979,0,Issaquah,USA
,,,,,,,,,,,,,,1999,0,Woodinville,USA
,,,,,,,,,,,,,,1977,0,Redmond,USA
,,,,,,,,,,,,,,1926,2003,Seattle,USA
,,,,,,,,,,,,,,2005,0,Seattle,USA
,,,,,,,,,,,,,,1953,0,Des Moines,USA
,,,,,,,,,,,,,,1979,0,Issaquah,USA
,,,,,,,,,,,,,,1967,2011,Woodinville,USA
,,,,,,,,,,,,,,1993,0,Redmond,USA
,,,,,,,,,,,,,,2005,0,Renton,USA
,,,,,,,,,,,,,,2004,2003,Seattle,USA
,,,,,,,,,,,,,,1981,2013,Renton,USA
,,,,,,,,,,,,,,1941,1994,SeaTac,USA
,,,,,,,,,,,,,,1937,1998,Seattle,USA
,,,,,,,,,,,,,,1985,0,Bellevue,USA
,,,,,,,,,,,,,,1976,1992,Renton,USA
,,,,,,,,,,,,,,1912,0,Seattle,USA
,,,,,,,,,,,,,,1908,0,Seattle,USA
,,,,,,,,,,,,,,2009,0,Seattle,USA
,,,,,,,,,,,,,,1998,2006,Redmond,USA
,,,,,,,,,,,,,,1951,1994,Shoreline,USA
,,,,,,,,,,,,,,1960,2012,Carnation,USA
,,,,,,,,,,,,,,1967,2011,Renton,USA
,,,,,,,,,,,,,,1908,1988,Des Moines,USA
,,,,,,,,,,,,,,1945,2010,Seattle,USA
,,,,,,,,,,,,,,1995,0,North Bend,USA
,,,,,,,,,,,,,,1978,0,Kenmore,USA
,,,,,,,,,,,,,,1984,0,Newcastle,USA
,,,,,,,,,,,,,,2005,0,Seattle,USA
,,,,,,,,,,,,,,2008,0,Seattle,USA
,,,,,,,,,,,,,,1966,0,Bellevue,USA
,,,,,,,,,,,,,,1914,1945,Seattle,USA
,,,,,,,,,,,,,,1954,2005,Seattle,USA
,,,,,,,,,,,,,,1997,0,Kirkland,USA
,,,,,,,,,,,,,,2011,0,Redmond,USA
,,,,,,,,,,,,,,2007,0,Seattle,USA
,,,,,,,,,,,,,,2007,0,Federal Way,USA
,,,,,,,,,,,,,,2013,1923,Snoqualmie,USA
,,,,,,,,,,,,,,2004,2003,Sammamish,USA
,,,,,,,,,,,,,,2001,0,Kenmore,USA
,,,,,,,,,,,,,,1906,0,Seattle,USA
,,,,,,,,,,,,,,1954,1999,Normandy Park,USA
,,,,,,,,,,,,,,2008,0,Seattle,USA
,,,,,,,,,,,,,,1942,2014,Seattle,USA
,,,,,,,,,,,,,,2014,0,Seattle,USA
,,,,,,,,,,,,,,1951,1999,Seattle,USA
,,,,,,,,,,,,,,1965,0,Renton,USA
,,,,,,,,,,,,,,1926,2003,Seattle,USA
,,,,,,,,,,,,,,1948,0,Seattle,USA
,,,,,,,,,,,,,,1978,0,Kent,USA
,,,,,,,,,,,,,,1943,0,Seattle,USA
,,,,,,,,,,,,,,1926,2003,Seattle,USA
,,,,,,,,,,,,,,1982,2011,Redmond,USA
,,,,,,,,,,,,,,1923,0,Seattle,USA
,,,,,,,,,,,,,,1987,0,Redmond,USA
,,,,,,,,,,,,,,2001,0,Renton,USA
,,,,,,,,,,,,,,1965,1993,Bellevue,USA
,,,,,,,,,,,,,,1946,1989,Seattle,USA
,,,,,,,,,,,,,,2005,0,Seattle,USA
,,,,,,,,,,,,,,1986,0,Seattle,USA
,,,,,,,,,,,,,,1952,2008,Seattle,USA
,,,,,,,,,,,,,,1987,0,Bellevue,USA
,,,,,,,,,,,,,,2012,1912,Seattle,USA
,,,,,,,,,,,,,,1967,0,Kirkland,USA
,,,,,,,,,,,,,,1943,0,Auburn,USA
,,,,,,,,,,,,,,1982,0,Kent,USA
,,,,,,,,,,,,,,1967,0,Redmond,USA
,,,,,,,,,,,,,,1908,0,Seattle,USA
,,,,,,,,,,,,,,1953,0,Woodinville,USA
,,,,,,,,,,,,,,2001,0,Redmond,USA
,,,,,,,,,,,,,,1955,2009,Redmond,USA
,,,,,,,,,,,,,,1965,0,Renton,USA
,,,,,,,,,,,,,,1929,0,Seattle,USA
,,,,,,,,,,,,,,1976,0,Woodinville,USA
,,,,,,,,,,,,,,1995,0,Bellevue,USA
,,,,,,,,,,,,,,2002,0,Maple Valley,USA
,,,,,,,,,,,,,,1967,0,Renton,USA
,,,,,,,,,,,,,,1959,0,Kenmore,USA
,,,,,,,,,,,,,,1945,0,Seattle,USA
,,,,,,,,,,,,,,1900,2005,Seattle,USA
,,,,,,,,,,,,,,2004,2003,Maple Valley,USA
,,,,,,,,,,,,,,1915,0,Seattle,USA
,,,,,,,,,,,,,,1987,0,Auburn,USA
,,,,,,,,,,,,,,1970,0,Seattle,USA
,,,,,,,,,,,,,,1966,0,Renton,USA
,,,,,,,,,,,,,,1953,1983,Shoreline,USA
,,,,,,,,,,,,,,1948,1994,Seattle,USA
,,,,,,,,,,,,,,1967,0,Renton,USA
,,,,,,,,,,,,,,1941,2009,Seattle,USA
,,,,,,,,,,,,,,1926,1993,Seattle,USA
,,,,,,,,,,,,,,1919,1985,Seattle,USA
,,,,,,,,,,,,,,1921,2000,Seattle,USA
,,,,,,,,,,,,,,1955,1984,Redmond,USA
,,,,,,,,,,,,,,1918,0,Seattle,USA
,,,,,,,,,,,,,,1967,2011,Federal Way,USA
,,,,,,,,,,,,,,2002,0,Covington,USA
,,,,,,,,,,,,,,1950,2005,SeaTac,USA
,,,,,,,,,,,,,,1989,0,Federal Way,USA
,,,,,,,,,,,,,,2006,0,Seattle,USA
,,,,,,,,,,,,,,1962,1994,Medina,USA
,,,,,,,,,,,,,,1950,1983,Shoreline,USA
,,,,,,,,,,,,,,1992,0,Bellevue,USA
,,,,,,,,,,,,,,1939,0,Seattle,USA
,,,,,,,,,,,,,,1987,0,Renton,USA
,,,,,,,,,,,,,,2003,0,Snoqualmie,USA
,,,,,,,,,,,,,,1989,0,Renton,USA
,,,,,,,,,,,,,,1906,0,Seattle,USA
,,,,,,,,,,,,,,1999,0,Maple Valley,USA
,,,,,,,,,,,,,,2004,2003,Redmond,USA
,,,,,,,,,,,,,,1976,1992,Redmond,USA
,,,,,,,,,,,,,,1961,2001,Kent,USA
,,,,,,,,,,,,,,1947,2012,Seattle,USA
,,,,,,,,,,,,,,1950,1983,Seattle,USA
,,,,,,,,,,,,,,1969,0,Federal Way,USA
,,,,,,,,,,,,,,1957,0,Seattle,USA
,,,,,,,,,,,,,,1959,0,Issaquah,USA
,,,,,,,,,,,,,,1992,0,Seattle,USA
,,,,,,,,,,,,,,1954,1979,Bellevue,USA
,,,,,,,,,,,,,,1977,2004,Sammamish,USA
,,,,,,,,,,,,,,1967,0,Kenmore,USA
,,,,,,,,,,,,,,1922,0,Shoreline,USA
,,,,,,,,,,,,,,1978,0,Auburn,USA
,,,,,,,,,,,,,,2007,0,Seattle,USA
,,,,,,,,,,,,,,1963,2008,Bellevue,USA
,,,,,,,,,,,,,,1959,0,Kirkland,USA
,,,,,,,,,,,,,,2004,2003,Maple Valley,USA
,,,,,,,,,,,,,,1947,2011,Seattle,USA
,,,,,,,,,,,,,,1925,1968,Seattle,USA
,,,,,,,,,,,,,,1978,0,Auburn,USA
,,,,,,,,,,,,,,1941,1998,Seattle,USA
,,,,,,,,,,,,,,1957,2001,Renton,USA
,,,,,,,,,,,,,,1938,0,Seattle,USA
,,,,,,,,,,,,,,1903,2005,Seattle,USA
,,,,,,,,,,,,,,1920,0,Seattle,USA
,,,,,,,,,,,,,,2007,0,Snoqualmie,USA
,,,,,,,,,,,,,,2003,0,Duvall,USA
,,,,,,,,,,,,,,2008,0,Seattle,USA
,,,,,,,,,,,,,,2007,0,Seattle,USA
,,,,,,,,,,,,,,2008,0,Seattle,USA
,,,,,,,,,,,,,,2014,0,Kirkland,USA
,,,,,,,,,,,,,,2008,0,Seattle,USA
,,,,,,,,,,,,,,2008,0,Seattle,USA
,,,,,,,,,,,,,,2006,0,Renton,USA
,,,,,,,,,,,,,,2014,0,Seattle,USA
,,,,,,,,,,,,,,2013,1923,Auburn,USA
,,,,,,,,,,,,,,2014,0,Snoqualmie,USA
,,,,,,,,,,,,,,2013,1923,Seattle,USA
,,,,,,,,,,,,,,2009,0,Seattle,USA
,,,,,,,,,,,,,,2009,0,Issaquah,USA
,,,,,,,,,,,,,,1993,0,SeaTac,USA
,,,,,,,,,,,,,,1947,1988,Seattle,USA
,,,,,,,,,,,,,,1994,0,Issaquah,USA
,,,,,,,,,,,,,,2000,0,Seattle,USA
,,,,,,,,,,,,,,1961,2001,Kirkland,USA
,,,,,,,,,,,,,,1980,0,Des Moines,USA
,,,,,,,,,,,,,,1945,0,Carnation,USA
,,,,,,,,,,,,,,1998,2006,Redmond,USA
,,,,,,,,,,,,,,1987,2000,Bellevue,USA
,,,,,,,,,,,,,,1950,2005,Seattle,USA
,,,,,,,,,,,,,,1981,2013,Covington,USA
,,,,,,,,,,,,,,1909,1995,Seattle,USA
,,,,,,,,,,,,,,1997,0,Renton,USA
,,,,,,,,,,,,,,1979,0,Sammamish,USA
,,,,,,,,,,,,,,1988,0,Newcastle,USA
,,,,,,,,,,,,,,1948,0,Seattle,USA
,,,,,,,,,,,,,,1916,0,Seattle,USA
,,,,,,,,,,,,,,1990,2009,Kirkland,USA
,,,,,,,,,,,,,,1999,0,Kirkland,USA
,,,,,,,,,,,,,,1998,2006,Snoqualmie Pass,USA
,,,,,,,,,,,,,,1909,1989,Seattle,USA
,,,,,,,,,,,,,,1984,0,Auburn,USA
,,,,,,,,,,,,,,1956,0,Enumclaw,USA
,,,,,,,,,,,,,,1941,1969,Seattle,USA
,,,,,,,,,,,,,,1961,2004,Bothell,USA
,,,,,,,,,,,,,,1973,0,Mercer Island,USA
,,,,,,,,,,,,,,1988,2000,Sammamish,USA
,,,,,,,,,,,,,,1947,2012,Seattle,USA
,,,,,,,,,,,,,,1969,0,Kirkland,USA
,,,,,,,,,,,,,,1962,0,Auburn,USA
,,,,,,,,,,,,,,1957,2000,Seattle,USA
,,,,,,,,,,,,,,1997,0,Seattle,USA
,,,,,,,,,,,,,,2007,0,Kirkland,USA
,,,,,,,,,,,,,,1931,0,Issaquah,USA
,,,,,,,,,,,,,,1969,2010,Woodinville,USA
,,,,,,,,,,,,,,1926,1993,Seattle,USA
,,,,,,,,,,,,,,1925,1968,Seattle,USA
,,,,,,,,,,,,,,2002,0,Auburn,USA
,,,,,,,,,,,,,,1972,2002,Kirkland,USA
,,,,,,,,,,,,,,1972,0,Des Moines,USA
,,,,,,,,,,,,,,1962,0,Des Moines,USA
,,,,,,,,,,,,,,1909,1988,Seattle,USA
,,,,,,,,,,,,,,1969,2010,Kent,USA
,,,,,,,,,,,,,,1995,0,Maple Valley,USA
,,,,,,,,,,,,,,1977,2004,Bellevue,USA
,,,,,,,,,,,,,,1956,2001,Seattle,USA
,,,,,,,,,,,,,,1985,0,Issaquah,USA
,,,,,,,,,,,,,,1998,2006,Snoqualmie,USA
,,,,,,,,,,,,,,1973,2013,Renton,USA
,,,,,,,,,,,,,,1964,2000,Shoreline,USA
,,,,,,,,,,,,,,2002,0,Renton,USA
,,,,,,,,,,,,,,1945,2010,Seattle,USA
,,,,,,,,,,,,,,1983,2009,Redmond,USA
,,,,,,,,,,,,,,1953,0,Seattle,USA
,,,,,,,,,,,,,,1939,1969,Seattle,USA
,,,,,,,,,,,,,,1963,2013,Shoreline,USA
,,,,,,,,,,,,,,1906,0,Seattle,USA
,,,,,,,,,,,,,,1992,0,Kenmore,USA
,,,,,,,,,,,,,,2001,0,Ravensdale,USA
,,,,,,,,,,,,,,1940,1996,Seattle,USA
,,,,,,,,,,,,,,1993,0,Pacific,USA
,,,,,,,,,,,,,,1948,0,Seattle,USA
,,,,,,,,,,,,,,2008,0,Seattle,USA
,,,,,,,,,,,,,,2007,0,Seattle,USA
,,,,,,,,,,,,,,2001,0,Kirkland,USA
,,,,,,,,,,,,,,1987,0,Bellevue,USA
,,,,,,,,,,,,,,1986,0,Woodinville,USA
,,,,,,,,,,,,,,1966,1963,Carnation,USA
,,,,,,,,,,,,,,2003,0,Issaquah,USA
,,,,,,,,,,,,,,1935,1974,Seattle,USA
,,,,,,,,,,,,,,1998,2006,Sammamish,USA
,,,,,,,,,,,,,,1996,0,Redmond,USA
,,,,,,,,,,,,,,1978,2000,Federal Way,USA
,,,,,,,,,,,,,,1998,2006,Kirkland,USA
,,,,,,,,,,,,,,1993,0,Maple Valley,USA
,,,,,,,,,,,,,,1994,0,Shoreline,USA
,,,,,,,,,,,,,,1949,1998,Seattle,USA
,,,,,,,,,,,,,,1967,0,Issaquah,USA
,,,,,,,,,,,,,,1940,1997,Redmond,USA
,,,,,,,,,,,,,,2006,0,Seattle,USA
,,,,,,,,,,,,,,1977,2004,Auburn,USA
,,,,,,,,,,,,,,1994,0,Kirkland,USA
,,,,,,,,,,,,,,1978,0,Bellevue,USA
,,,,,,,,,,,,,,1992,0,Kirkland,USA
,,,,,,,,,,,,,,2007,0,Redmond,USA
,,,,,,,,,,,,,,2006,0,Issaquah,USA
,,,,,,,,,,,,,,2014,0,Seattle,USA
,,,,,,,,,,,,,,2005,0,Kirkland,USA
,,,,,,,,,,,,,,2009,0,Kirkland,USA
,,,,,,,,,,,,,,2007,0,Kirkland,USA
,,,,,,,,,,,,,,2007,0,Issaquah,USA
,,,,,,,,,,,,,,2009,0,Seattle,USA
,,,,,,,,,,,,,,1983,0,Kent,USA
,,,,,,,,,,,,,,1994,0,Renton,USA
,,,,,,,,,,,,,,1983,2009,Kirkland,USA
,,,,,,,,,,,,,,1962,0,Enumclaw,USA
,,,,,,,,,,,,,,1969,2014,Covington,USA
,,,,,,,,,,,,,,1998,2006,Sammamish,USA
,,,,,,,,,,,,,,1966,0,Bellevue,USA
,,,,,,,,,,,,,,1918,0,Seattle,USA
,,,,,,,,,,,,,,1987,0,Bellevue,USA
,,,,,,,,,,,,,,1977,2004,Woodinville,USA
,,,,,,,,,,,,,,1984,0,Redmond,USA
,,,,,,,,,,,,,,1904,0,Seattle,USA
,,,,,,,,,,,,,,1950,2005,Renton,USA
,,,,,,,,,,,,,,1907,1983,Seattle,USA
,,,,,,,,,,,,,,1908,0,Seattle,USA
,,,,,,,,,,,,,,1990,2009,Kent,USA
,,,,,,,,,,,,,,1976,0,Duvall,USA
,,,,,,,,,,,,,,1981,2013,Des Moines,USA
,,,,,,,,,,,,,,1956,0,Seattle,USA
,,,,,,,,,,,,,,2005,0,Seattle,USA
,,,,,,,,,,,,,,2007,0,Seattle,USA
,,,,,,,,,,,,,,1943,0,Renton,USA
,,,,,,,,,,,,,,1922,0,Des Moines,USA
,,,,,,,,,,,,,,1959,0,Burien,USA
,,,,,,,,,,,,,,1978,0,North Bend,USA
,,,,,,,,,,,,,,1942,0,Seattle,USA
,,,,,,,,,,,,,,1948,2003,Federal Way,USA
,,,,,,,,,,,,,,1938,0,Seattle,USA
,,,,,,,,,,,,,,1954,2005,Seattle,USA
,,,,,,,,,,,,,,1956,0,Bellevue,USA
,,,,,,,,,,,,,,1991,0,Federal Way,USA
,,,,,,,,,,,,,,1954,2005,Seattle,USA
,,,,,,,,,,,,,,1998,2006,Auburn,USA
,,,,,,,,,,,,,,1977,0,Bellevue,USA
,,,,,,,,,,,,,,1976,1992,Bellevue,USA
,,,,,,,,,,,,,,1967,2011,Federal Way,USA
,,,,,,,,,,,,,,1949,0,Seattle,USA
,,,,,,,,,,,,,,1951,0,Seattle,USA
,,,,,,,,,,,,,,1907,1983,Seattle,USA
,,,,,,,,,,,,,,1987,0,Kirkland,USA
,,,,,,,,,,,,,,1966,1963,Kirkland,USA
,,,,,,,,,,,,,,1922,2008,Renton,USA
,,,,,,,,,,,,,,1942,1999,Seattle,USA
,,,,,,,,,,,,,,1978,0,North Bend,USA
,,,,,,,,,,,,,,1963,2000,Redmond,USA
,,,,,,,,,,,,,,1996,0,Issaquah,USA
,,,,,,,,,,,,,,2008,0,Seattle,USA
,,,,,,,,,,,,,,1962,2003,SeaTac,USA
,,,,,,,,,,,,,,1916,0,Seattle,USA
,,,,,,,,,,,,,,1973,2013,Seattle,USA
,,,,,,,,,,,,,,1977,2004,Sammamish,USA
,,,,,,,,,,,,,,1978,0,Woodinville,USA
,,,,,,,,,,,,,,1998,2006,Seattle,USA
,,,,,,,,,,,,,,1950,0,Seattle,USA
,,,,,,,,,,,,,,1983,2009,Black Diamond,USA
,,,,,,,,,,,,,,1996,0,Newcastle,USA
,,,,,,,,,,,,,,1968,0,Redmond,USA
,,,,,,,,,,,,,,1912,2000,Seattle,USA
,,,,,,,,,,,,,,1999,0,Sammamish,USA
,,,,,,,,,,,,,,2000,0,Snoqualmie,USA
,,,,,,,,,,,,,,2011,0,Seattle,USA
,,,,,,,,,,,,,,1947,1988,Kirkland,USA
,,,,,,,,,,,,,,1982,0,Redmond,USA
,,,,,,,,,,,,,,1988,0,Bellevue,USA
,,,,,,,,,,,,,,1979,2014,Seattle,USA
,,,,,,,,,,,,,,1996,0,Sammamish,USA
,,,,,,,,,,,,,,2007,0,Seattle,USA
,,,,,,,,,,,,,,2014,0,Federal Way,USA
,,,,,,,,,,,,,,2005,0,Kent,USA
,,,,,,,,,,,,,,2006,0,SeaTac,USA
,,,,,,,,,,,,,,2010,0,Seattle,USA
,,,,,,,,,,,,,,2007,0,Issaquah,USA
,,,,,,,,,,,,,,2008,0,Bellevue,USA
